Title,imdbID,Actor1,Actor2,Actors-3,Director,Actor1_Rev,Actor2_Rev,Year,YT_Count,YT_Likes,YT_Dislike,IMDBVotes,imdbRating,Budget,Revenue,Rated,Released,Genre,,
The Illusionist,tt0443543,Edward Norton, Paul Giamatti, Jessica Biel,Neil Burger,81475107,45347686,2006,2755376,3568,118,307606,7.6,16000000,39680302,PG-13,1-Sep-06,Drama, Mystery, Romance
The Illusionist,tt0443543,Edward Norton, Paul Giamatti, Jessica Biel,Neil Burger,81475107,45347686,2006,2755376,3568,118,307606,7.6,16000000,39680302,PG-13,1-Sep-06,Drama, Mystery, Romance
Moonrise Kingdom,tt1748122,Bruce Willis, Edward Norton, Bill Murray,Wes Anderson,55956848,81475107,2012,2080501,5906,143,250851,7.8,16000000,68582095,PG-13,29-Jun-12,Adventure, Comedy, Drama
Philadelphia,tt0107818,Tom Hanks, Denzel Washington, Roberta Maxwell,Jonathan Demme,57619771,106585059,1993,827740,599,42,185977,7.7,26000000,201324422,PG-13,14-Jan-94,Drama,,
Twins,tt0096320,Arnold Schwarzenegger, Danny DeVito, Kelly Preston,Ivan Reitman,58744440,21060320,1988,3341932,13007,493,91217,6,15000000,216600000,PG,9-Dec-88,Comedy, Crime,
Wag the Dog,tt0120885,Dustin Hoffman, Robert De Niro, Anne Heche,Barry Levinson,31359653,64962645,1997,10308410,22908,1168,69374,7.1,15000000,64252038,R,9-Jan-98,Comedy, Drama,
Snitch,tt0882977,Dwayne Johnson, Barry Pepper, Jon Bernthal,Ric Roman Waugh,65769648,80745497,2013,7347141,9751,511,67370,6.5,15000000,57907734,PG-13,22-Feb-13,Action, Drama, Thriller
Clash of the Titans,tt0800320,Sam Worthington, Liam Neeson, Ralph Fiennes,Louis Leterrier,38715291,5982169,2010,179292,274,21,235875,5.8,125000000,163100000,PG-13,2-Apr-10,Action, Adventure, Fantasy
Brazil,tt0088846,Jonathan Pryce, Robert De Niro, Katherine Helmond,Terry Gilliam,4646016,64962645,1985,973484,1909,94,157338,8,15000000,9929135,R,18-Dec-85,Drama, Sci-Fi,
Three Burials,tt0419294,Tommy Lee Jones, Barry Pepper, Julio Cesar Cedillo,Tommy Lee Jones,88956281,80745497,2005,121929,117,13,34932,7.4,15000000,13454474,R,24-Feb-06,Adventure, Crime, Drama
Kiss Kiss Bang Bang,tt0373469,Robert Downey Jr., Val Kilmer, Michelle Monaghan,Shane Black,362607942,13903580,2005,698723,1145,38,182486,7.6,15000000,16829464,R,18-Nov-05,Comedy, Crime, Mystery
Buffalo Soldiers,tt0252299,Joaquin Phoenix, Ed Harris, Scott Glenn,Gregor Jordan,60754126,58415215,2001,44783,79,9,21109,6.9,15000000,353743,R,31-Oct-02,Comedy, Crime, Drama
A Perfect Getaway,tt0971209,Steve Zahn, Timothy Olyphant, Milla Jovovich,David Twohy,41882872,42696218,2009,2435081,2078,178,58107,6.5,14000000,22815460,R,7-Aug-09,Adventure, Mystery, Thriller
Brokeback Mountain,tt0388795,Heath Ledger, Jake Gyllenhaal, Randy Quaid,Ang Lee,72457700,37667610,2005,510259,907,106,270026,7.7,14000000,177012173,R,13-Jan-06,Drama, Romance,
Dude Wheres My Car,tt0242423,Ashton Kutcher, Seann William Scott, Jennifer Garner,Danny Leiner,45187447,151234685,2000,2779782,9484,304,119623,5.5,13000000,44992961,PG-13,15-Dec-00,Comedy, Mystery, Sci-Fi
Resurrecting the Champ,tt0416185,Samuel L. Jackson, Josh Hartnett, Kathryn Morris,Rod Lurie,49706392,45718,2007,18774,18,1,18793,6.7,13000000,3260555,PG-13,24-Aug-07,Drama, Sport,
Brothers,tt0765010,Tobey Maguire, Jake Gyllenhaal, Natalie Portman,Jim Sheridan,30746754,37667610,2009,18260011,73478,5450,91833,7.1,26000000,28501651,R,4-Dec-09,Drama, Thriller, War
The Emperors Club,tt0283530,Kevin Kline, Emile Hirsch, Embeth Davidtz,Michael Hoffman,23392420,23474862,2002,285194,376,15,14791,6.9,12500000,13954465,PG-13,22-Nov-02,Drama,,
The Alamo,tt0318974,Dennis Quaid, Billy Bob Thornton, Jason Patric,John Lee Hancock,10621434,44397438,2004,247329,411,48,17274,6,107000000,23911362,PG-13,9-Apr-04,Drama, History, War
The Fighter,tt0964517,Mark Wahlberg, Christian Bale, Amy Adams,David O. Russell,144799396,217742101,2010,4894801,16831,2076,285775,7.9,25000000,129262388,R,17-Dec-10,Biography, Drama, Sport
Frailty,tt0264616,Bill Paxton, Matthew McConaughey, Powers Boothe,Bill Paxton,28870219,136382857,2001,2903656,13729,242,63410,7.3,11000000,19947280,R,12-Apr-02,Crime, Drama, Thriller
Good Will Hunting,tt0119217,Matt Damon, Robin Williams, Ben Affleck,Gus Van Sant,136623867,43834938,1997,1176146,2214,39,643024,8.3,10000000,225933435,R,9-Jan-98,Drama,,
Killer Joe,tt1726669,Matthew McConaughey, Emile Hirsch, Juno Temple,William Friedkin,136382857,23474862,2011,1785625,2128,149,61609,6.7,11000000,4659110,R,29-Jun-12,Crime, Drama, Thriller
Adam Resurrected,tt0479341,Jeff Goldblum, Willem Dafoe, Derek Jacobi,Paul Schrader,48718288,95577742,2008,139127,102,25,3173,6.3,10000000,90909,R,12-Dec-08,Drama, War,
Boiler Room,tt0181984,Giovanni Ribisi, Vin Diesel, Nia Long,Ben Younger,197862206,108476005,2000,803277,611,31,42427,7,8000000,28773637,R,18-Feb-00,Crime, Drama, Thriller
Heist,tt0252503,Gene Hackman, Danny DeVito, Delroy Lindo,David Mamet,86959802,21060320,2015,7637530,7949,493,28610,6.5,19000000,23287872,R,9-Nov-01,Action, Crime, Drama
5050,tt1306980,Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick,Jonathan Levine,152842629,27098853,2011,3010313,6411,240,278709,7.7,8000000,35005118,R,30-Sep-11,Comedy, Drama, Romance
Shadow of the Vampire,tt0189998,John Malkovich, Willem Dafoe, Udo Kier,E. Elias Merhige,34805278,95577742,2000,1126832,4099,134,34776,6.9,8000000,8279017,R,26-Jan-01,Drama, Horror,
Magic Mike,tt1915581,Matthew McConaughey, Channing Tatum, Olivia Munn,Steven Soderbergh,136382857,96576880,2012,50052914,113467,11206,112654,6.1,7000000,170549753,R,29-Jun-12,Comedy, Drama,
Layer Cake,tt0375912,Daniel Craig, Tom Hardy, Jamie Foreman,Matthew Vaughn,372774112,131643068,2004,1515791,1195,72,138586,7.4,4000000,11745931,R,3-Jun-05,Crime, Drama, Thriller
Pan,tt3332064,Hugh Jackman, Levi Miller, Garrett Hedlund,Joe Wright,87210690,16315388,2015,19142009,61681,4776,46851,5.8,150000000,123888320,PG,9-Oct-15,Adventure, Family, Fantasy
Exodus: Gods and Kings,tt1528100,Christian Bale, Joel Edgerton, John Turturro,Ridley Scott,217742101,62176645,2014,20087714,39649,4441,135686,6,140000000,268314513,PG-13,12-Dec-14,Action, Adventure, Drama
Planet of the Apes,tt0133152,Mark Wahlberg, Tim Roth, Helena Bonham Carter,Tim Burton,144799396,17114323,2001,20685770,137612,4568,183087,5.7,100000000,362211740,PG-13,27-Jul-01,Action, Adventure, Sci-Fi
The Cooler,tt0318374,William H. Macy, Alec Baldwin, Maria Bello,Wayne Kramer,18294194,5792276,2003,127690,103,8,29217,7,3200000,11131455,R,16-Jan-04,Crime, Drama, Fantasy
Major Dundee,tt0059418,Charlton Heston, Richard Harris, Jim Hutton,Sam Peckinpah,79426161,48674648,1965,72341,33,0,5537,6.8,3800000,14873,APPROVED,15-Mar-65,Adventure, War, Western
Midnight Cowboy,tt0064665,Dustin Hoffman, Jon Voight, Sylvia Miles,John Schlesinger,31359653,56198494,1969,128651,306,9,79863,7.9,3600000,44785053,R,16-Jun-69,Drama,,
Gods and Monsters,tt0120684,Ian McKellen, Brendan Fraser, Lynn Redgrave,Bill Condon,187715569,57219513,1998,958821,2736,157,25470,7.5,3500000,6451628,R,4-Nov-98,Biography, Drama,
Beginners,tt1532503,Ewan McGregor, Christopher Plummer, M��lanie Laurent,Mike Mills,152579280,7077825,2010,1037340,2178,151,76218,7.2,3200000,14314407,R,9-Jun-11,Comedy, Drama, Romance
Mercury Rising,tt0120749,Bruce Willis, Alec Baldwin, Miko Hughes,Harold Becker,55956848,5792276,1998,198216,265,16,55889,6.1,60000000,32983332,R,3-Apr-98,Action, Crime, Drama
Lucky Number Slevin,tt0425210,Josh Hartnett, Bruce Willis, Lucy Liu,Paul McGuigan,45718,55956848,2006,1025810,1152,67,269706,7.8,27000000,55495466,R,7-Apr-06,Crime, Drama, Mystery
Snitch,tt0882977,Dwayne Johnson, Barry Pepper, Jon Bernthal,Ric Roman Waugh,65769648,80745497,2013,7347194,9752,511,67370,6.5,15000000,57907734,PG-13,22-Feb-13,Action, Drama, Thriller
Sabotage,tt1742334,Arnold Schwarzenegger, Sam Worthington, Joe Manganiello,David Ayer,58744440,38715291,2014,4007198,8550,512,49357,5.7,35000000,18376443,R,28-Mar-14,Action, Crime, Drama
